Start: Train Size=1071 | Test R2=-46.2685 | Test MAE=25.7569
Iteração 1515: Adicionadas 5 amostras | Incerteza Média Batch: 0.8449 | Test R2: 0.2178 | Test MAE: 2.8827
Iteração 1516: Adicionadas 5 amostras | Incerteza Média Batch: 0.8592 | Test R2: 0.2615 | Test MAE: 2.7785
Iteração 1517: Adicionadas 5 amostras | Incerteza Média Batch: 0.8768 | Test R2: 0.3086 | Test MAE: 2.6617
Iteração 1518: Adicionadas 5 amostras | Incerteza Média Batch: 0.8992 | Test R2: 0.3530 | Test MAE: 2.5446
Iteração 1519: Adicionadas 5 amostras | Incerteza Média Batch: 0.9241 | Test R2: 0.3885 | Test MAE: 2.4440
Iteração 1520: Adicionadas 5 amostras | Incerteza Média Batch: 0.9086 | Test R2: 0.4148 | Test MAE: 2.3656
Iteração 1521: Adicionadas 5 amostras | Incerteza Média Batch: 0.9065 | Test R2: 0.4306 | Test MAE: 2.3149
Iteração 1522: Adicionadas 5 amostras | Incerteza Média Batch: 0.9093 | Test R2: 0.4414 | Test MAE: 2.2818
Iteração 1523: Adicionadas 5 amostras | Incerteza Média Batch: 0.9017 | Test R2: 0.4481 | Test MAE: 2.2594
Iteração 1524: Adicionadas 5 amostras | Incerteza Média Batch: 0.8962 | Test R2: 0.4520 | Test MAE: 2.2476
Iteração 1525: Adicionadas 5 amostras | Incerteza Média Batch: 0.8870 | Test R2: 0.4545 | Test MAE: 2.2405
Iteração 1526: Adicionadas 5 amostras | Incerteza Média Batch: 0.8599 | Test R2: 0.4605 | Test MAE: 2.2298
Iteração 1527: Adicionadas 5 amostras | Incerteza Média Batch: 0.8439 | Test R2: 0.4658 | Test MAE: 2.2217
Iteração 1528: Adicionadas 5 amostras | Incerteza Média Batch: 0.8347 | Test R2: 0.4688 | Test MAE: 2.2184
Iteração 1529: Adicionadas 5 amostras | Incerteza Média Batch: 0.8369 | Test R2: 0.4728 | Test MAE: 2.2148
Iteração 1530: Adicionadas 5 amostras | Incerteza Média Batch: 0.8462 | Test R2: 0.4755 | Test MAE: 2.2138
Iteração 1531: Adicionadas 5 amostras | Incerteza Média Batch: 0.8433 | Test R2: 0.4792 | Test MAE: 2.2097
Iteração 1532: Adicionadas 5 amostras | Incerteza Média Batch: 0.8390 | Test R2: 0.4805 | Test MAE: 2.2104
Iteração 1533: Adicionadas 5 amostras | Incerteza Média Batch: 0.8388 | Test R2: 0.4810 | Test MAE: 2.2118
Iteração 1534: Adicionadas 5 amostras | Incerteza Média Batch: 0.8414 | Test R2: 0.4799 | Test MAE: 2.2157
Iteração 1535: Adicionadas 5 amostras | Incerteza Média Batch: 0.8311 | Test R2: 0.4755 | Test MAE: 2.2282
Iteração 1536: Adicionadas 5 amostras | Incerteza Média Batch: 0.8108 | Test R2: 0.4665 | Test MAE: 2.2529
Iteração 1537: Adicionadas 5 amostras | Incerteza Média Batch: 0.8146 | Test R2: 0.4504 | Test MAE: 2.2967
Iteração 1538: Adicionadas 5 amostras | Incerteza Média Batch: 0.8149 | Test R2: 0.4333 | Test MAE: 2.3431
Iteração 1539: Adicionadas 5 amostras | Incerteza Média Batch: 0.7977 | Test R2: 0.4189 | Test MAE: 2.3819
Iteração 1540: Adicionadas 5 amostras | Incerteza Média Batch: 0.7944 | Test R2: 0.4118 | Test MAE: 2.4008
Iteração 1541: Adicionadas 5 amostras | Incerteza Média Batch: 0.7992 | Test R2: 0.4127 | Test MAE: 2.3990
Iteração 1542: Adicionadas 5 amostras | Incerteza Média Batch: 0.8031 | Test R2: 0.4164 | Test MAE: 2.3900
Iteração 1543: Adicionadas 5 amostras | Incerteza Média Batch: 0.8068 | Test R2: 0.4265 | Test MAE: 2.3638
Iteração 1544: Adicionadas 5 amostras | Incerteza Média Batch: 0.8161 | Test R2: 0.4412 | Test MAE: 2.3254
Iteração 1545: Adicionadas 5 amostras | Incerteza Média Batch: 0.8444 | Test R2: 0.4541 | Test MAE: 2.2914
Iteração 1546: Adicionadas 5 amostras | Incerteza Média Batch: 0.8684 | Test R2: 0.4666 | Test MAE: 2.2581
Iteração 1547: Adicionadas 5 amostras | Incerteza Média Batch: 0.8750 | Test R2: 0.4782 | Test MAE: 2.2266
Iteração 1548: Adicionadas 5 amostras | Incerteza Média Batch: 0.8632 | Test R2: 0.4892 | Test MAE: 2.1956
Iteração 1549: Adicionadas 5 amostras | Incerteza Média Batch: 0.8546 | Test R2: 0.4969 | Test MAE: 2.1719
Iteração 1550: Adicionadas 5 amostras | Incerteza Média Batch: 0.8140 | Test R2: 0.5039 | Test MAE: 2.1476
Iteração 1551: Adicionadas 5 amostras | Incerteza Média Batch: 0.8039 | Test R2: 0.5072 | Test MAE: 2.1329
Iteração 1552: Adicionadas 5 amostras | Incerteza Média Batch: 0.7987 | Test R2: 0.5088 | Test MAE: 2.1237
Iteração 1553: Adicionadas 5 amostras | Incerteza Média Batch: 0.7913 | Test R2: 0.5081 | Test MAE: 2.1215
Iteração 1554: Adicionadas 5 amostras | Incerteza Média Batch: 0.7928 | Test R2: 0.5053 | Test MAE: 2.1263
Iteração 1555: Adicionadas 5 amostras | Incerteza Média Batch: 0.7891 | Test R2: 0.5000 | Test MAE: 2.1368
Iteração 1556: Adicionadas 5 amostras | Incerteza Média Batch: 0.8037 | Test R2: 0.4946 | Test MAE: 2.1456
Iteração 1557: Adicionadas 5 amostras | Incerteza Média Batch: 0.8130 | Test R2: 0.4899 | Test MAE: 2.1504
Iteração 1558: Adicionadas 5 amostras | Incerteza Média Batch: 0.8312 | Test R2: 0.4842 | Test MAE: 2.1576
Iteração 1559: Adicionadas 5 amostras | Incerteza Média Batch: 0.8315 | Test R2: 0.4770 | Test MAE: 2.1682
Iteração 1560: Adicionadas 5 amostras | Incerteza Média Batch: 0.8263 | Test R2: 0.4663 | Test MAE: 2.1865
Iteração 1561: Adicionadas 5 amostras | Incerteza Média Batch: 0.8161 | Test R2: 0.4527 | Test MAE: 2.2104
Iteração 1562: Adicionadas 5 amostras | Incerteza Média Batch: 0.8125 | Test R2: 0.4395 | Test MAE: 2.2348
Iteração 1563: Adicionadas 5 amostras | Incerteza Média Batch: 0.8125 | Test R2: 0.4310 | Test MAE: 2.2509
Iteração 1564: Adicionadas 5 amostras | Incerteza Média Batch: 0.8198 | Test R2: 0.4267 | Test MAE: 2.2593
Iteração 1565: Adicionadas 5 amostras | Incerteza Média Batch: 0.8306 | Test R2: 0.4227 | Test MAE: 2.2680
Iteração 1566: Adicionadas 5 amostras | Incerteza Média Batch: 0.8272 | Test R2: 0.4196 | Test MAE: 2.2766
Iteração 1567: Adicionadas 5 amostras | Incerteza Média Batch: 0.8248 | Test R2: 0.4227 | Test MAE: 2.2734
Iteração 1568: Adicionadas 5 amostras | Incerteza Média Batch: 0.8149 | Test R2: 0.4277 | Test MAE: 2.2650
Iteração 1569: Adicionadas 5 amostras | Incerteza Média Batch: 0.8154 | Test R2: 0.4335 | Test MAE: 2.2536
Iteração 1570: Adicionadas 5 amostras | Incerteza Média Batch: 0.8062 | Test R2: 0.4388 | Test MAE: 2.2394
Iteração 1571: Adicionadas 5 amostras | Incerteza Média Batch: 0.8160 | Test R2: 0.4442 | Test MAE: 2.2231
Iteração 1572: Adicionadas 5 amostras | Incerteza Média Batch: 0.8334 | Test R2: 0.4484 | Test MAE: 2.2099
Iteração 1573: Adicionadas 5 amostras | Incerteza Média Batch: 0.8358 | Test R2: 0.4509 | Test MAE: 2.2010
Iteração 1574: Adicionadas 5 amostras | Incerteza Média Batch: 0.8044 | Test R2: 0.4549 | Test MAE: 2.1919
Iteração 1575: Adicionadas 5 amostras | Incerteza Média Batch: 0.8039 | Test R2: 0.4598 | Test MAE: 2.1831
Iteração 1576: Adicionadas 5 amostras | Incerteza Média Batch: 0.8191 | Test R2: 0.4657 | Test MAE: 2.1727
Iteração 1577: Adicionadas 5 amostras | Incerteza Média Batch: 0.8370 | Test R2: 0.4751 | Test MAE: 2.1533
Iteração 1578: Adicionadas 5 amostras | Incerteza Média Batch: 0.8219 | Test R2: 0.4837 | Test MAE: 2.1353
Iteração 1579: Adicionadas 5 amostras | Incerteza Média Batch: 0.8162 | Test R2: 0.4919 | Test MAE: 2.1180
Iteração 1580: Adicionadas 5 amostras | Incerteza Média Batch: 0.8324 | Test R2: 0.5025 | Test MAE: 2.0974
Iteração 1581: Adicionadas 5 amostras | Incerteza Média Batch: 0.8446 | Test R2: 0.5148 | Test MAE: 2.0750
Iteração 1582: Adicionadas 5 amostras | Incerteza Média Batch: 0.8530 | Test R2: 0.5275 | Test MAE: 2.0545
Iteração 1583: Adicionadas 5 amostras | Incerteza Média Batch: 0.8572 | Test R2: 0.5354 | Test MAE: 2.0461
Iteração 1584: Adicionadas 5 amostras | Incerteza Média Batch: 0.8238 | Test R2: 0.5365 | Test MAE: 2.0549
Iteração 1585: Adicionadas 5 amostras | Incerteza Média Batch: 0.8096 | Test R2: 0.5295 | Test MAE: 2.0846
Iteração 1586: Adicionadas 5 amostras | Incerteza Média Batch: 0.7993 | Test R2: 0.5149 | Test MAE: 2.1339
Iteração 1587: Adicionadas 5 amostras | Incerteza Média Batch: 0.7881 | Test R2: 0.4964 | Test MAE: 2.1913
Iteração 1588: Adicionadas 5 amostras | Incerteza Média Batch: 0.7860 | Test R2: 0.4739 | Test MAE: 2.2578
Iteração 1589: Adicionadas 5 amostras | Incerteza Média Batch: 0.7880 | Test R2: 0.4559 | Test MAE: 2.3093
Iteração 1590: Adicionadas 5 amostras | Incerteza Média Batch: 0.7989 | Test R2: 0.4403 | Test MAE: 2.3531
Iteração 1591: Adicionadas 5 amostras | Incerteza Média Batch: 0.8016 | Test R2: 0.4311 | Test MAE: 2.3787
Iteração 1592: Adicionadas 5 amostras | Incerteza Média Batch: 0.7931 | Test R2: 0.4159 | Test MAE: 2.4204
Iteração 1593: Adicionadas 5 amostras | Incerteza Média Batch: 0.7966 | Test R2: 0.4037 | Test MAE: 2.4530
Iteração 1594: Adicionadas 5 amostras | Incerteza Média Batch: 0.7723 | Test R2: 0.3982 | Test MAE: 2.4669
Iteração 1595: Adicionadas 5 amostras | Incerteza Média Batch: 0.7814 | Test R2: 0.4010 | Test MAE: 2.4583
Iteração 1596: Adicionadas 5 amostras | Incerteza Média Batch: 0.8032 | Test R2: 0.4071 | Test MAE: 2.4404
Iteração 1597: Adicionadas 5 amostras | Incerteza Média Batch: 0.8197 | Test R2: 0.4120 | Test MAE: 2.4259
Iteração 1598: Adicionadas 5 amostras | Incerteza Média Batch: 0.8255 | Test R2: 0.4223 | Test MAE: 2.3963
Iteração 1599: Adicionadas 5 amostras | Incerteza Média Batch: 0.8057 | Test R2: 0.4346 | Test MAE: 2.3611
Iteração 1600: Adicionadas 5 amostras | Incerteza Média Batch: 0.7983 | Test R2: 0.4464 | Test MAE: 2.3264
Iteração 1601: Adicionadas 5 amostras | Incerteza Média Batch: 0.7982 | Test R2: 0.4514 | Test MAE: 2.3100
Iteração 1602: Adicionadas 5 amostras | Incerteza Média Batch: 0.7931 | Test R2: 0.4540 | Test MAE: 2.2986
Iteração 1603: Adicionadas 5 amostras | Incerteza Média Batch: 0.7979 | Test R2: 0.4553 | Test MAE: 2.2890
Iteração 1604: Adicionadas 5 amostras | Incerteza Média Batch: 0.8012 | Test R2: 0.4534 | Test MAE: 2.2870
Iteração 1605: Adicionadas 5 amostras | Incerteza Média Batch: 0.7957 | Test R2: 0.4507 | Test MAE: 2.2855
Iteração 1606: Adicionadas 5 amostras | Incerteza Média Batch: 0.7894 | Test R2: 0.4469 | Test MAE: 2.2850
Iteração 1607: Adicionadas 5 amostras | Incerteza Média Batch: 0.8009 | Test R2: 0.4409 | Test MAE: 2.2898
Iteração 1608: Adicionadas 5 amostras | Incerteza Média Batch: 0.7944 | Test R2: 0.4309 | Test MAE: 2.3049
Iteração 1609: Adicionadas 5 amostras | Incerteza Média Batch: 0.7965 | Test R2: 0.4253 | Test MAE: 2.3129
Iteração 1610: Adicionadas 5 amostras | Incerteza Média Batch: 0.7973 | Test R2: 0.4178 | Test MAE: 2.3244
Iteração 1611: Adicionadas 5 amostras | Incerteza Média Batch: 0.7923 | Test R2: 0.4130 | Test MAE: 2.3296
Iteração 1612: Adicionadas 5 amostras | Incerteza Média Batch: 0.8031 | Test R2: 0.4078 | Test MAE: 2.3375
Iteração 1613: Adicionadas 5 amostras | Incerteza Média Batch: 0.8009 | Test R2: 0.4173 | Test MAE: 2.3173
Iteração 1614: Adicionadas 5 amostras | Incerteza Média Batch: 0.8071 | Test R2: 0.4377 | Test MAE: 2.2751
Iteração 1615: Adicionadas 5 amostras | Incerteza Média Batch: 0.8240 | Test R2: 0.4676 | Test MAE: 2.2116
Iteração 1616: Adicionadas 5 amostras | Incerteza Média Batch: 0.8802 | Test R2: 0.4973 | Test MAE: 2.1431
Iteração 1617: Adicionadas 5 amostras | Incerteza Média Batch: 0.8907 | Test R2: 0.5201 | Test MAE: 2.0868
Iteração 1618: Adicionadas 5 amostras | Incerteza Média Batch: 0.9562 | Test R2: 0.5272 | Test MAE: 2.0716
Iteração 1619: Adicionadas 5 amostras | Incerteza Média Batch: 0.8514 | Test R2: 0.5261 | Test MAE: 2.0795
Iteração 1620: Adicionadas 5 amostras | Incerteza Média Batch: 0.8328 | Test R2: 0.5178 | Test MAE: 2.1103
Iteração 1621: Adicionadas 5 amostras | Incerteza Média Batch: 0.8349 | Test R2: 0.5055 | Test MAE: 2.1528
Iteração 1622: Adicionadas 5 amostras | Incerteza Média Batch: 0.8470 | Test R2: 0.4903 | Test MAE: 2.1999
Iteração 1623: Adicionadas 5 amostras | Incerteza Média Batch: 0.8355 | Test R2: 0.4721 | Test MAE: 2.2541
Iteração 1624: Adicionadas 5 amostras | Incerteza Média Batch: 0.8305 | Test R2: 0.4516 | Test MAE: 2.3133
Iteração 1625: Adicionadas 5 amostras | Incerteza Média Batch: 0.8043 | Test R2: 0.4339 | Test MAE: 2.3603
Iteração 1626: Adicionadas 5 amostras | Incerteza Média Batch: 0.8040 | Test R2: 0.4255 | Test MAE: 2.3837
Iteração 1627: Adicionadas 5 amostras | Incerteza Média Batch: 0.8037 | Test R2: 0.4175 | Test MAE: 2.4065
Iteração 1628: Adicionadas 5 amostras | Incerteza Média Batch: 0.8047 | Test R2: 0.4123 | Test MAE: 2.4239
Iteração 1629: Adicionadas 5 amostras | Incerteza Média Batch: 0.7951 | Test R2: 0.4104 | Test MAE: 2.4315
Iteração 1630: Adicionadas 5 amostras | Incerteza Média Batch: 0.7935 | Test R2: 0.4185 | Test MAE: 2.4120
Iteração 1631: Adicionadas 5 amostras | Incerteza Média Batch: 0.7927 | Test R2: 0.4334 | Test MAE: 2.3749
Iteração 1632: Adicionadas 5 amostras | Incerteza Média Batch: 0.8137 | Test R2: 0.4547 | Test MAE: 2.3199
Iteração 1633: Adicionadas 5 amostras | Incerteza Média Batch: 0.8213 | Test R2: 0.4727 | Test MAE: 2.2715
Iteração 1634: Adicionadas 5 amostras | Incerteza Média Batch: 0.8249 | Test R2: 0.4922 | Test MAE: 2.2160
Iteração 1635: Adicionadas 5 amostras | Incerteza Média Batch: 0.8342 | Test R2: 0.5135 | Test MAE: 2.1502
Iteração 1636: Adicionadas 5 amostras | Incerteza Média Batch: 0.8397 | Test R2: 0.5332 | Test MAE: 2.0845
Iteração 1637: Adicionadas 5 amostras | Incerteza Média Batch: 0.8447 | Test R2: 0.5456 | Test MAE: 2.0400
Iteração 1638: Adicionadas 5 amostras | Incerteza Média Batch: 0.8530 | Test R2: 0.5511 | Test MAE: 2.0176
Iteração 1639: Adicionadas 5 amostras | Incerteza Média Batch: 0.8456 | Test R2: 0.5513 | Test MAE: 2.0149
Iteração 1640: Adicionadas 5 amostras | Incerteza Média Batch: 0.8344 | Test R2: 0.5478 | Test MAE: 2.0239
Iteração 1641: Adicionadas 5 amostras | Incerteza Média Batch: 0.8167 | Test R2: 0.5412 | Test MAE: 2.0419
Iteração 1642: Adicionadas 5 amostras | Incerteza Média Batch: 0.8064 | Test R2: 0.5352 | Test MAE: 2.0580
Iteração 1643: Adicionadas 5 amostras | Incerteza Média Batch: 0.7940 | Test R2: 0.5297 | Test MAE: 2.0724
Iteração 1644: Adicionadas 5 amostras | Incerteza Média Batch: 0.8017 | Test R2: 0.5317 | Test MAE: 2.0671
Iteração 1645: Adicionadas 5 amostras | Incerteza Média Batch: 0.8123 | Test R2: 0.5385 | Test MAE: 2.0489
Iteração 1646: Adicionadas 5 amostras | Incerteza Média Batch: 0.8131 | Test R2: 0.5508 | Test MAE: 2.0149
Iteração 1647: Adicionadas 5 amostras | Incerteza Média Batch: 0.8169 | Test R2: 0.5618 | Test MAE: 1.9849
Iteração 1648: Adicionadas 5 amostras | Incerteza Média Batch: 0.8158 | Test R2: 0.5663 | Test MAE: 1.9755
Iteração 1649: Adicionadas 5 amostras | Incerteza Média Batch: 0.8108 | Test R2: 0.5624 | Test MAE: 1.9945
Iteração 1650: Adicionadas 5 amostras | Incerteza Média Batch: 0.7906 | Test R2: 0.5548 | Test MAE: 2.0232
Iteração 1651: Adicionadas 5 amostras | Incerteza Média Batch: 0.7774 | Test R2: 0.5416 | Test MAE: 2.0690
Iteração 1652: Adicionadas 5 amostras | Incerteza Média Batch: 0.7560 | Test R2: 0.5260 | Test MAE: 2.1209
Iteração 1653: Adicionadas 5 amostras | Incerteza Média Batch: 0.7599 | Test R2: 0.5116 | Test MAE: 2.1659
Iteração 1654: Adicionadas 5 amostras | Incerteza Média Batch: 0.7796 | Test R2: 0.4998 | Test MAE: 2.2015
Iteração 1655: Adicionadas 5 amostras | Incerteza Média Batch: 0.7773 | Test R2: 0.4920 | Test MAE: 2.2229
Iteração 1656: Adicionadas 5 amostras | Incerteza Média Batch: 0.7703 | Test R2: 0.4865 | Test MAE: 2.2374
Iteração 1657: Adicionadas 5 amostras | Incerteza Média Batch: 0.7879 | Test R2: 0.4863 | Test MAE: 2.2368
Iteração 1658: Adicionadas 5 amostras | Incerteza Média Batch: 0.7790 | Test R2: 0.4889 | Test MAE: 2.2271
Iteração 1659: Adicionadas 5 amostras | Incerteza Média Batch: 0.7636 | Test R2: 0.4965 | Test MAE: 2.2020
Iteração 1660: Adicionadas 5 amostras | Incerteza Média Batch: 0.7632 | Test R2: 0.5038 | Test MAE: 2.1778
Iteração 1661: Adicionadas 5 amostras | Incerteza Média Batch: 0.7745 | Test R2: 0.5097 | Test MAE: 2.1579
Iteração 1662: Adicionadas 5 amostras | Incerteza Média Batch: 0.7526 | Test R2: 0.5149 | Test MAE: 2.1401
Iteração 1663: Adicionadas 5 amostras | Incerteza Média Batch: 0.7460 | Test R2: 0.5213 | Test MAE: 2.1180
Iteração 1664: Adicionadas 5 amostras | Incerteza Média Batch: 0.7378 | Test R2: 0.5266 | Test MAE: 2.0991
Iteração 1665: Adicionadas 5 amostras | Incerteza Média Batch: 0.7404 | Test R2: 0.5321 | Test MAE: 2.0784
Iteração 1666: Adicionadas 5 amostras | Incerteza Média Batch: 0.7444 | Test R2: 0.5378 | Test MAE: 2.0551
Iteração 1667: Adicionadas 5 amostras | Incerteza Média Batch: 0.7468 | Test R2: 0.5403 | Test MAE: 2.0403
Iteração 1668: Adicionadas 5 amostras | Incerteza Média Batch: 0.7604 | Test R2: 0.5399 | Test MAE: 2.0363
Iteração 1669: Adicionadas 5 amostras | Incerteza Média Batch: 0.7563 | Test R2: 0.5396 | Test MAE: 2.0347
Iteração 1670: Adicionadas 5 amostras | Incerteza Média Batch: 0.7557 | Test R2: 0.5397 | Test MAE: 2.0336
Iteração 1671: Adicionadas 5 amostras | Incerteza Média Batch: 0.7376 | Test R2: 0.5386 | Test MAE: 2.0359
Iteração 1672: Adicionadas 5 amostras | Incerteza Média Batch: 0.7469 | Test R2: 0.5371 | Test MAE: 2.0394
Iteração 1673: Adicionadas 5 amostras | Incerteza Média Batch: 0.7355 | Test R2: 0.5349 | Test MAE: 2.0456
Iteração 1674: Adicionadas 5 amostras | Incerteza Média Batch: 0.7362 | Test R2: 0.5314 | Test MAE: 2.0545
Iteração 1675: Adicionadas 5 amostras | Incerteza Média Batch: 0.7449 | Test R2: 0.5282 | Test MAE: 2.0636
Iteração 1676: Adicionadas 5 amostras | Incerteza Média Batch: 0.7377 | Test R2: 0.5249 | Test MAE: 2.0730
Iteração 1677: Adicionadas 5 amostras | Incerteza Média Batch: 0.7338 | Test R2: 0.5185 | Test MAE: 2.0888
Iteração 1678: Adicionadas 5 amostras | Incerteza Média Batch: 0.7297 | Test R2: 0.5175 | Test MAE: 2.0925
Iteração 1679: Adicionadas 5 amostras | Incerteza Média Batch: 0.7367 | Test R2: 0.5167 | Test MAE: 2.0967
Iteração 1680: Adicionadas 5 amostras | Incerteza Média Batch: 0.7438 | Test R2: 0.5196 | Test MAE: 2.0901
Iteração 1681: Adicionadas 5 amostras | Incerteza Média Batch: 0.7401 | Test R2: 0.5217 | Test MAE: 2.0850
Iteração 1682: Adicionadas 5 amostras | Incerteza Média Batch: 0.7520 | Test R2: 0.5306 | Test MAE: 2.0623
Iteração 1683: Adicionadas 5 amostras | Incerteza Média Batch: 0.7564 | Test R2: 0.5403 | Test MAE: 2.0395
Iteração 1684: Adicionadas 5 amostras | Incerteza Média Batch: 0.7503 | Test R2: 0.5502 | Test MAE: 2.0176
Iteração 1685: Adicionadas 5 amostras | Incerteza Média Batch: 0.7263 | Test R2: 0.5595 | Test MAE: 1.9966
Iteração 1686: Adicionadas 5 amostras | Incerteza Média Batch: 0.7278 | Test R2: 0.5649 | Test MAE: 1.9856
Iteração 1687: Adicionadas 5 amostras | Incerteza Média Batch: 0.7473 | Test R2: 0.5680 | Test MAE: 1.9803
Iteração 1688: Adicionadas 5 amostras | Incerteza Média Batch: 0.7485 | Test R2: 0.5691 | Test MAE: 1.9795
Iteração 1689: Adicionadas 5 amostras | Incerteza Média Batch: 0.7543 | Test R2: 0.5705 | Test MAE: 1.9765
Iteração 1690: Adicionadas 5 amostras | Incerteza Média Batch: 0.7596 | Test R2: 0.5722 | Test MAE: 1.9717
Iteração 1691: Adicionadas 5 amostras | Incerteza Média Batch: 0.7575 | Test R2: 0.5749 | Test MAE: 1.9629
Iteração 1692: Adicionadas 5 amostras | Incerteza Média Batch: 0.7765 | Test R2: 0.5795 | Test MAE: 1.9466
Iteração 1693: Adicionadas 5 amostras | Incerteza Média Batch: 0.7733 | Test R2: 0.5831 | Test MAE: 1.9321
Iteração 1694: Adicionadas 5 amostras | Incerteza Média Batch: 0.7766 | Test R2: 0.5856 | Test MAE: 1.9218
Iteração 1695: Adicionadas 5 amostras | Incerteza Média Batch: 0.7630 | Test R2: 0.5871 | Test MAE: 1.9152
Iteração 1696: Adicionadas 5 amostras | Incerteza Média Batch: 0.7469 | Test R2: 0.5873 | Test MAE: 1.9133
Iteração 1697: Adicionadas 5 amostras | Incerteza Média Batch: 0.7464 | Test R2: 0.5853 | Test MAE: 1.9186
Iteração 1698: Adicionadas 5 amostras | Incerteza Média Batch: 0.7532 | Test R2: 0.5816 | Test MAE: 1.9292
Iteração 1699: Adicionadas 5 amostras | Incerteza Média Batch: 0.7299 | Test R2: 0.5777 | Test MAE: 1.9384
Iteração 1700: Adicionadas 5 amostras | Incerteza Média Batch: 0.7373 | Test R2: 0.5739 | Test MAE: 1.9462
Iteração 1701: Adicionadas 5 amostras | Incerteza Média Batch: 0.7550 | Test R2: 0.5714 | Test MAE: 1.9512
Iteração 1702: Adicionadas 5 amostras | Incerteza Média Batch: 0.7347 | Test R2: 0.5686 | Test MAE: 1.9564
Iteração 1703: Adicionadas 5 amostras | Incerteza Média Batch: 0.7339 | Test R2: 0.5649 | Test MAE: 1.9627
